360048.0000	-0.4432	2.6234	1.0646	-1.9728	-4.7368	0.9790	3.9343	4.1530	-2.2309	-1.9856	3.7869	3.4605	0.9178	2.4969	0.3163	0.1156	-0.4144	-0.6540	2.1148	-1.6958	-3.4214	-1.7905	1.2404	2.7192	-4.0037	-6.2123	-1.8697	4.4574	1.3450	-3.5450	-0.7489
360050.0000	-0.7547	2.6860	0.4823	-1.8900	-3.6427	-0.0937	3.4255	3.6018	-1.3454	-1.4982	4.1868	3.4760	1.0866	2.9237	0.8107	0.3276	-0.2789	-0.6505	1.7856	-2.0550	-3.6427	-2.1273	1.3013	2.8595	-4.3088	-6.2634	-2.0507	4.5307	1.7410	-3.7501	-0.8731
360052.0000	-1.3317	2.4759	-0.3324	-1.9867	-2.7260	-1.1831	2.8105	3.0114	-0.6750	-1.0973	4.2203	3.5750	1.5695	3.6441	1.2985	0.7000	0.0852	-0.4527	1.7481	-2.1923	-3.7170	-2.3272	1.7517	2.9290	-4.3813	-6.1484	-2.2448	4.2988	1.8734	-3.9154	-1.2804
360054.0000	-2.0023	2.0877	-1.0505	-2.3147	-2.4566	-2.0638	2.3637	2.6982	-0.5420	-1.0077	3.9583	3.8925	2.3735	4.5801	1.6380	1.1827	0.6073	-0.0914	2.1751	-2.0548	-3.7201	-2.3245	2.5250	2.9672	-4.3121	-6.1372	-2.4712	3.8863	1.6372	-4.1425	-1.8813
360056.0000	-2.5770	1.6706	-1.3951	-2.8696	-3.1064	-2.5873	2.3372	2.9025	-1.0859	-1.3604	3.6047	4.5141	3.4007	5.5989	1.7397	1.6790	1.1578	0.3495	3.0783	-1.6887	-3.7677	-2.0964	3.4669	3.0390	-4.2495	-6.4762	-2.7317	3.4989	1.0359	-4.5326	-2.5497
360058.0000	-2.9093	1.3714	-1.2442	-3.5768	-4.6314	-2.7033	2.8505	3.6896	-2.2034	-2.1277	3.4047	5.4282	4.4604	6.5492	1.6023	2.0794	1.5925	0.7570	4.2780	-1.2238	-3.9585	-1.6856	4.3718	3.1831	-4.3272	-7.2665	-3.0042	3.3342	0.1876	-5.1234	-3.1546
360060.0000	-2.9443	1.2686	-0.6816	-4.2929	-6.6394	-2.4525	3.8095	4.8953	-3.5624	-3.1004	3.5298	6.4799	5.2991	7.2862	1.3193	2.3007	1.8048	1.0310	5.4423	-0.8172	-4.3042	-1.1956	5.0150	3.3738	-4.5869	-8.3742	-3.2414	3.4799	-0.7103	-5.8379	-3.5941
360062.0000	-2.7315	1.3485	0.0370	-4.8411	-8.5072	-1.9380	4.9269	6.1653	-4.7131	-3.9520	3.9925	7.4011	5.6715	7.6967	1.0380	2.3117	1.7604	1.1175	6.2018	-0.5923	-4.7110	-0.7605	5.2153	3.5216	-4.9487	-9.4549	-3.3825	3.8726	-1.4377	-6.4910	-3.8171
360064.0000	-2.3995	1.5191	0.5828	-5.0619	-9.5838	-1.2908	5.8185	7.0669	-5.2424	-4.3511	4.6290	7.8867	5.4121	7.7145	0.9000	2.1382	1.5046	1.0256	6.2826	-0.5927	-5.0053	-0.5009	4.8853	3.5117	-5.2359	-10.0679	-3.3718	4.3189	-1.8172	-6.8463	-3.8290
360066.0000	-2.1039	1.6547	0.6814	-4.8646	-9.4148	-0.6409	6.1427	7.2377	-4.9163	-4.0831	5.1602	7.6985	4.4911	7.3294	0.9838	1.8480	1.1401	0.8200	5.6112	-0.7693	-5.0020	-0.4808	4.0613	3.2614	-5.2459	-9.8454	-3.1780	4.5727	-1.7652	-6.7048	-3.6795
360068.0000	-1.9615	1.6696	0.2305	-4.2678	-7.9287	-0.0961	5.7510	6.5314	-3.7752	-3.1523	5.3086	6.7863	3.0458	6.5973	1.2667	1.5189	0.7801	0.5871	4.3524	-1.0155	-4.6030	-0.6868	2.9162	2.7731	-4.8524	-8.6697	-2.8142	4.4551	-1.3087	-6.0020	-3.4363
360070.0000	-2.0144	1.5430	-0.6681	-3.3897	-5.4413	0.2676	4.7276	5.0610	-2.0996	-1.7691	4.9191	5.2948	1.3306	5.6305	1.6477	1.2185	0.5128	0.4068	2.8467	-1.2089	-3.8357	-1.0351	1.6894	2.1478	-4.0606	-6.7232	-2.3364	3.9169	-0.5741	-4.8409	-3.1641
360072.0000	-2.2143	1.3455	-1.7355	-2.4249	-2.5786	0.4107	3.3859	3.1854	-0.3261	-0.2982	4.0364	3.5636	-0.3338	4.5941	1.9860	0.9846	0.3702	0.3174	1.4979	-1.2743	-2.8787	-1.4094	0.6369	1.5550	-3.0374	-4.4723	-1.8390	3.0839	0.2603	-3.4863	-2.9051
360074.0000	-2.4554	1.1898	-2.6317	-1.5775	-0.0387	0.3308	2.1333	1.3799	1.1193	0.8892	2.8994	1.9963	-1.6656	3.6746	2.1729	0.8312	0.3337	0.3139	0.6242	-1.2048	-1.9879	-1.7059	-0.0698	1.1621	-2.0480	-2.4928	-1.4265	2.1934	1.0121	-2.2723	-2.6791
360076.0000	-2.6231	1.1739	-3.0880	-1.0011	1.6424	0.0576	1.3198	0.0783	1.9633	1.5483	1.8564	0.9307	-2.4954	3.0427	2.1817	0.7601	0.3567	0.3600	0.3535	-1.0576	-1.4027	-1.8719	-0.3940	1.0576	-1.3603	-1.2679	-1.1844	1.5013	1.5424	-1.4889	-2.4915
360078.0000	-2.6423	1.3357	-3.0069	-0.7589	2.2532	-0.3529	1.1187	-0.4643	2.1595	1.6378	1.2328	0.5360	-2.7996	2.8114	2.0757	0.7710	0.3923	0.4103	0.5948	-0.9229	-1.2578	-1.9194	-0.4325	1.2029	-1.1461	-1.0210	-1.1530	1.1866	1.7861	-1.2836	-2.3436
360080.0000	-2.5070	1.6240	-2.4978	-0.8085	1.9614	-0.8275	1.4645	-0.2524	1.8860	1.3284	1.2036	0.7526	-2.6950	2.9951	1.9796	0.8659	0.4181	0.4353	1.0852	-0.8758	-1.5230	-1.9096	-0.3781	1.4357	-1.4084	-1.6292	-1.3117	1.2775	1.7562	-1.6051	-2.2400
360082.0000	-2.2763	1.9082	-1.8288	-1.0192	1.2336	-1.2890	2.0801	0.4595	1.4642	0.9322	1.7240	1.3091	-2.3948	3.4916	2.0241	1.0451	0.4435	0.4360	1.4946	-0.9376	-2.0043	-1.9180	-0.4515	1.5281	-1.9722	-2.6639	-1.5801	1.6381	1.5269	-2.2177	-2.1854
360084.0000	-2.0344	2.0486	-1.3042	-1.2255	0.6245	-1.6718	2.6092	1.2806	1.2164	0.7595	2.5468	1.8492	-2.1219	4.1058	2.2758	1.2899	0.4903	0.4291	1.5517	-1.0761	-2.4345	-2.0003	-0.7988	1.2781	-2.5601	-3.5724	-1.8454	2.0422	1.2111	-2.7955	-2.1680
360086.0000	-1.8440	1.9560	-1.1393	-1.2756	0.5821	-1.9379	2.7466	1.8189	1.3553	1.0052	3.3182	2.0489	-2.0510	4.5958	2.7053	1.5542	0.5699	0.4299	1.1287	-1.2249	-2.5722	-2.1698	-1.4467	0.5975	-2.8945	-3.8765	-1.9943	2.2632	0.9317	-3.0349	-2.1457
360088.0000	-1.7109	1.6340	-1.3736	-1.0691	1.3083	-2.0873	2.3409	1.8087	1.9254	1.6862	3.7123	1.7144	-2.2753	4.7371	3.1965	1.7677	0.6655	0.4347	0.2661	-1.3181	-2.2903	-2.3972	-2.3060	-0.4443	-2.7993	-3.3374	-1.9475	2.1593	0.7958	-2.7542	-2.0423
360090.0000	-1.5728	1.1999	-1.8492	-0.5871	2.6915	-2.1552	1.4557	1.2017	2.7945	2.6314	3.5525	0.8608	-2.7859	4.3966	3.5845	1.8486	0.7241	0.4067	-0.8555	-1.3318	-1.6380	-2.6314	-3.1942	-1.6333	-2.2735	-2.0517	-1.6871	1.7398	0.8785	-1.9603	-1.7599
360092.0000	-1.3333	0.8244	-2.2901	0.1219	4.4097	-2.1981	0.3054	0.1466	3.7412	3.5810	2.8703	-0.3469	-3.5165	3.5639	3.7315	1.7364	0.6802	0.2956	-2.0007	-1.2866	-0.7958	-2.8238	-3.9348	-2.6842	-1.4702	-0.3718	-1.2555	1.1320	1.2057	-0.8214	-1.2162
