165022.0000	-5.9244	-2.3316	-5.8334	-5.1921	-5.0581	1.3378	5.7040	11.9124	-2.0772	-5.1155	1.8589	16.1286	1.7422	2.6611	-3.1751	-4.7037	-5.1081	-5.1286	-0.8538	-3.5074	-4.6164	2.2106	9.4802	12.6393	-1.0471	-4.6948	2.7858	3.9959	-1.1673	-2.6662	-4.2558
165024.0000	-6.8102	-5.3701	-6.8284	-4.4621	-4.3401	2.3964	3.8856	11.2579	-1.0217	-3.4259	3.2548	15.1071	1.9967	3.4201	-1.3209	-3.1069	-3.6949	-3.8827	-0.4159	-2.7680	-3.3410	1.6608	8.5356	11.8987	-0.4753	-3.6827	2.6552	0.9116	-3.5762	-2.8837	-5.5737
165026.0000	-7.4399	-7.2502	-7.2833	-4.0781	-3.8935	2.7455	2.1236	10.0644	-0.0927	-2.0803	4.7560	13.2889	1.5726	4.1333	0.6325	-1.4899	-2.1530	-2.4884	0.6398	-1.6053	-2.2234	1.5858	7.8927	10.9215	-0.1737	-3.1639	1.9511	-1.1460	-5.6501	-3.4175	-6.6784
165028.0000	-7.5019	-7.4061	-6.9161	-4.0076	-3.7432	2.3377	0.9938	8.5304	0.4849	-1.3946	5.8895	11.1588	0.5180	4.4216	2.0846	-0.3674	-0.9627	-1.3713	1.9348	-0.3912	-1.5110	1.8704	7.5871	9.9500	-0.1689	-3.1499	0.9168	-1.6625	-6.8839	-4.0629	-7.1771
165030.0000	-6.8670	-5.8823	-5.7043	-4.0862	-3.8118	1.4000	0.8261	6.9309	0.6043	-1.4532	6.2931	9.2616	-0.9276	4.0248	2.6016	-0.0852	-0.4846	-0.8547	3.0064	0.5073	-1.2897	2.2968	7.4874	9.2106	-0.3604	-3.4588	-0.0379	-0.6889	-7.0384	-4.5446	-6.8756
165032.0000	-5.6449	-3.3138	-3.9281	-4.1018	-3.9446	0.3190	1.5717	5.5118	0.3062	-2.0857	5.8280	8.0126	-2.4119	2.9046	2.0664	-0.6958	-0.8270	-1.0389	3.4925	0.8725	-1.4560	2.6537	7.3730	8.8383	-0.5576	-3.7906	-0.4900	1.1962	-6.2036	-4.6139	-5.8427
165034.0000	-4.1473	-0.6529	-2.0691	-3.8972	-3.9947	-0.5135	2.8427	4.4123	-0.2589	-2.9613	4.6152	7.5793	-3.5752	1.2786	0.7015	-1.9487	-1.8203	-1.7814	3.2579	0.6952	-1.7898	2.8173	7.0392	8.8540	-0.5686	-3.8689	-0.1550	3.1546	-4.7233	-4.1438	-4.3782
165036.0000	-2.7743	1.1912	-0.6494	-3.4357	-3.8717	-0.8501	4.0617	3.6165	-0.8860	-3.7091	2.9858	7.8292	-4.1710	-0.4461	-1.0119	-3.3792	-3.0776	-2.7519	2.4353	0.1670	-2.0445	2.7910	6.3874	9.1509	-0.2795	-3.5488	0.9960	4.4111	-3.0600	-3.1785	-2.8975
165038.0000	-1.8650	1.6962	-0.0403	-2.8122	-3.5711	-0.6665	4.6882	2.9677	-1.3866	-4.0502	1.3640	8.3874	-4.1469	-1.8119	-2.5059	-4.4772	-4.1368	-3.5607	1.3573	-0.4110	-2.0480	2.6800	5.4679	9.5279	0.2940	-2.8715	2.7133	4.5478	-1.6302	-1.9223	-1.7776
165040.0000	-1.5655	0.9309	-0.3027	-2.2045	-3.1819	-0.1406	4.4419	2.2490	-1.6538	-3.9004	0.1225	8.7926	-3.6569	-2.4722	-3.3342	-4.8783	-4.6383	-3.9157	0.4037	-0.7687	-1.7784	2.6177	4.4553	9.7638	1.0016	-2.0500	4.5535	3.6648	-0.6638	-0.6715	-1.2199
165042.0000	-1.7764	-0.5054	-1.1708	-1.7873	-2.8284	0.4356	3.3992	1.2721	-1.6785	-3.3700	-0.5367	8.6611	-3.0138	-2.3233	-3.3159	-4.4880	-4.4474	-3.7226	-0.1529	-0.7645	-1.3491	2.6975	3.5701	9.6779	1.6237	-1.3620	6.0243	2.2997	-0.1710	0.2897	-1.1872
165044.0000	-2.1894	-1.7046	-2.1197	-1.6528	-2.6389	0.7964	1.9825	-0.0208	-1.5487	-2.7253	-0.6345	7.8438	-2.5753	-1.5415	-2.5985	-3.5200	-3.7114	-3.1294	-0.2675	-0.4532	-0.9697	2.9170	2.9781	9.2068	1.9478	-1.0464	6.7643	1.2244	0.0346	0.7830	-1.4309
165046.0000	-2.4133	-1.8361	-2.5793	-1.7668	-2.6708	0.8034	0.7791	-1.5307	-1.3934	-2.2552	-0.3875	6.4603	-2.6346	-0.5213	-1.5763	-2.3994	-2.7850	-2.4486	-0.1246	-0.0342	-0.8307	3.1873	2.7152	8.4072	1.8645	-1.1868	6.6538	1.1049	0.2080	0.7932	-1.6020
165048.0000	-2.1278	-0.4648	-2.1414	-1.9810	-2.8962	0.5000	0.3248	-3.0206	-1.3314	-2.1612	-0.1135	4.8504	-3.3252	0.2749	-0.7338	-1.5990	-2.0952	-2.0345	-0.0566	0.2341	-1.0249	3.3700	2.6574	7.4444	1.4085	-1.6832	5.8533	2.2445	0.5599	0.4634	-1.3952
165050.0000	-1.2118	2.2685	-0.7294	-2.0930	-3.1972	0.0814	0.8956	-4.2014	-1.4183	-2.4672	-0.1078	3.4222	-4.5891	0.4880	-0.4519	-1.4522	-1.9692	-2.1350	-0.3966	0.1552	-1.4956	3.3397	2.5564	6.5230	0.7511	-2.2848	4.7347	4.4503	1.1653	0.0389	-0.6698
165052.0000	0.2093	5.6917	1.3532	-1.9271	-3.3926	-0.1994	2.3985	-4.8451	-1.6201	-3.0004	-0.5384	2.4692	-6.2121	-0.0110	-0.8599	-2.0242	-2.5040	-2.7863	-1.3287	-0.3155	-2.0469	3.0376	2.1307	5.8022	0.1403	-2.6824	3.7402	7.0959	1.9433	-0.2201	0.5018
