240032.0000	-1.3143	-5.1303	-5.9873	-2.0442	0.8186	-4.3965	-11.6917	-12.4970	-0.1807	0.9934	0.2314	-2.6661	0.6239	-0.1325	2.5137	3.9610	4.4591	5.6562	11.8299	7.1850	2.7395	4.6581	1.3883	-2.0730	1.8237	0.4045	0.1642	-4.1610	2.1051	0.8265	-0.1076
240034.0000	-0.9625	-5.4881	-6.5635	-1.6966	1.7675	-4.0370	-12.1261	-11.1844	0.3604	1.3285	0.3982	-1.9190	0.8464	0.2076	2.5674	3.6945	4.1272	5.0594	10.5534	6.0565	2.3449	3.6845	1.8707	-2.8575	1.5277	0.7081	-0.4084	-4.4671	2.8807	1.2215	0.5048
240036.0000	-0.4628	-5.2508	-6.8375	-1.4630	2.6557	-3.8568	-11.8088	-9.9778	0.9397	1.5171	0.7068	-1.5729	0.8873	0.3074	2.6318	3.2564	3.6844	4.3627	8.2496	5.1720	2.0432	3.7167	2.1611	-4.0618	1.2381	0.9238	-1.4891	-4.4028	3.9028	1.5343	1.2931
240038.0000	0.1235	-4.3087	-6.7131	-1.3851	3.3002	-3.7783	-10.5244	-8.8634	1.4546	1.4712	1.1134	-1.6178	0.6980	0.1123	2.6358	2.6613	3.1405	3.6547	5.3496	4.6512	1.8114	4.6579	2.0512	-5.6637	0.9359	0.9066	-2.8272	-3.9380	5.0507	1.6876	2.1517
240040.0000	0.7492	-2.6798	-6.1438	-1.4283	3.5989	-3.6591	-8.3016	-7.7179	1.8427	1.1643	1.5772	-1.9078	0.2612	-0.3386	2.5247	1.9351	2.4858	2.9546	2.3393	4.3973	1.5511	6.0421	1.4340	-7.4991	0.5748	0.5693	-4.0872	-3.0806	6.1964	1.6607	2.9849
240042.0000	1.3798	-0.5230	-5.1499	-1.5055	3.5419	-3.3538	-5.4181	-6.3826	2.0888	0.6299	2.0751	-2.2212	-0.3832	-0.9349	2.2761	1.1091	1.7035	2.2198	-0.3739	4.1554	1.1311	7.2248	0.3629	-9.2788	0.1069	-0.0900	-4.9584	-1.8786	7.2365	1.4904	3.7197
240044.0000	1.9898	1.8950	-3.8192	-1.5188	3.1934	-2.7739	-2.3123	-4.7406	2.2136	-0.0619	2.6034	-2.3338	-1.1223	-1.5390	1.8995	0.2138	0.7864	1.3776	-2.5538	3.6209	0.4370	7.6245	-0.9401	-10.6573	-0.4957	-0.9916	-5.2616	-0.4149	8.1181	1.2498	4.3135
240046.0000	2.5581	4.2596	-2.2975	-1.3991	2.6662	-1.9235	0.5571	-2.7757	2.2564	-0.8257	3.1633	-2.0881	-1.7787	-2.0307	1.4288	-0.7205	-0.2457	0.3696	-4.1653	2.5600	-0.5821	6.9192	-2.1421	-11.3405	-1.2279	-1.9987	-5.0099	1.1957	8.8430	1.0188	4.7560
240048.0000	3.0699	6.3018	-0.7453	-1.1293	2.0757	-0.8919	2.8648	-0.5812	2.2490	-1.5923	3.7421	-1.4230	-2.1452	-2.3349	0.9007	-1.6664	-1.3473	-0.8221	-5.3492	0.8816	-1.9035	5.1265	-2.9063	-11.1722	-2.0585	-2.9668	-4.3948	2.8324	9.4634	0.8552	5.0667
240050.0000	3.5130	7.8535	0.6896	-0.7452	1.5147	0.1826	4.5010	1.6663	2.2089	-2.3123	4.3061	-0.3816	-2.0496	-2.4256	0.3524	-2.5879	-2.4473	-2.1540	-6.3373	-1.3297	-3.4295	2.5675	-3.0061	-10.1910	-2.9374	-3.7814	-3.7125	4.3777	10.0412	0.7748	5.2790
